,Unnamed: 0,CheckingAccountBalance,DebtsPaid,SavingsAccountBalance,CurrentOpenLoanApplications,LoanPayoffPeriodInMonths,LoanReason,RequestedAmount,InterestRate,Co-Applicant,YearsAtCurrentEmployer,YearsInCurrentResidence,Age,RentOrOwnHome,TypeOfCurrentEmployment,NumberOfDependantsIncludingSelf,WasTheLoanApproved
1262,462,some,delayed,none,2,24,auto,1965,4,none,4,4,42,rent,skilled,1,Y
1263,47,debt,paid,some,1,12,goods,1620,2,co-app,4,3,30,owned,skilled,1,Y
1264,195,none,delayed,high,1,12,goods,1402,3,none,7,4,37,rent,skilled,1,Y
1265,435,debt,delayed,some,2,15,goods,1433,4,none,4,3,25,rent,skilled,1,Y
1266,67,some,paid,some,2,12,goods,1155,3,guarant,10+,3,40,owned,unskill,1,Y
1267,31,none,delayed,some,1,12,auto,1503,4,none,4,4,41,rent,skilled,1,Y
1268,329,some,delayed,medium,1,39,school,11760,2,none,7,3,32,rent,skilled,1,Y
1269,142,some,paid,high,1,9,goods,790,4,none,4,3,66,owned,unskill,1,Y
1270,9,none,delayed,none,2,48,busin,7629,4,none,10+,2,46,owned,self,2,Y
1271,45,none,delayed,some,1,12,school,2096,2,none,7,3,49,owned,unskill,2,Y
1272,270,none,paid,medium,1,6,goods,1346,2,none,10+,4,42,free,skilled,2,Y
1273,321,none,paid,none,1,6,auto,783,1,guarant,4,2,26,owned,unskill,2,Y
1274,505,some,paid,some,2,9,school,1199,4,none,7,4,67,owned,self,1,Y
1275,150,high,paid,none,1,12,goods,1424,3,none,10+,4,55,owned,self,1,Y
1276,372,some,paid,some,1,9,auto,5129,2,none,10+,4,74,free,self,2,N
1277,253,none,delayed,some,2,18,goods,2404,2,none,4,2,26,owned,skilled,1,Y
1278,17,none,delayed,some,2,30,goods,5771,4,none,7,2,25,owned,skilled,1,Y
1279,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
1280,179,some,paid,some,1,9,auto,276,4,none,4,4,22,rent,unskill,1,Y
1281,441,debt,paid,none,1,24,goods,7721,1,none,1,2,30,owned,skilled,1,Y
1282,70,none,paid,some,2,9,goods,1980,2,co-app,1,2,19,rent,skilled,1,N
1283,255,debt,paid,some,1,12,auto,1893,4,guarant,4,4,29,owned,skilled,1,Y
1284,313,some,paid,medium,2,24,auto,3512,2,none,7,3,38,owned,skilled,1,Y
1285,464,debt,paid,some,1,45,goods,1845,4,none,4,4,23,free,skilled,1,N
1286,162,debt,delayed,some,2,12,auto,4843,3,co-app,10+,4,43,rent,skilled,1,N
1287,258,debt,delayed,some,3,6,auto,3676,1,none,4,3,37,rent,skilled,2,Y
1288,345,none,paid,some,1,12,auto,1884,4,none,10+,4,39,owned,self,1,Y
1289,351,none,paid,some,1,18,goods,1533,4,co-app,1,1,43,owned,unskill,2,N
1290,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1291,3,none,paid,high,1,6,goods,2978,1,none,4,2,32,owned,skilled,1,Y
1292,391,debt,paid,medium,1,12,goods,727,4,none,1,3,33,owned,unskill,1,N
1293,190,debt,paid,some,1,12,auto,1372,2,none,7,3,36,owned,skilled,1,N
1294,51,some,paid,some,1,48,other,18424,1,none,4,2,32,owned,self,1,N
1295,450,debt,delayed,some,2,36,goods,5371,3,guarant,4,2,28,owned,skilled,1,Y
1296,152,high,delayed,medium,2,6,auto,1323,2,none,10+,4,28,owned,skilled,2,Y
1297,252,none,delayed,some,2,24,auto,2346,4,none,7,3,35,owned,skilled,1,Y
1298,13,some,delayed,v.high,2,11,auto,1322,4,none,4,4,40,owned,skilled,1,Y
1299,425,some,paid,some,1,15,goods,802,4,none,10+,3,37,owned,skilled,2,N
1300,107,debt,paid,some,1,24,goods,1603,4,none,10+,4,55,owned,skilled,1,Y
1301,351,none,paid,some,1,18,goods,1533,4,co-app,1,1,43,owned,unskill,2,N
1302,148,none,paid,medium,1,15,auto,3812,1,none,1,4,23,owned,skilled,1,Y
1303,229,none,paid,some,1,24,auto,1393,2,guarant,4,2,31,owned,skilled,1,Y
1304,166,debt,paid,some,1,12,goods,2214,4,none,4,3,24,owned,unskill,1,Y
1305,91,debt,paid,some,1,12,goods,709,4,none,10+,4,57,owned,unskill,1,N
1306,219,none,paid,none,1,15,goods,1979,4,none,10+,2,35,owned,skilled,1,Y
1307,46,some,delayed,some,2,30,auto,4249,4,none,0,2,28,owned,self,1,N
1308,59,some,paid,v.high,1,12,goods,983,1,none,1,4,19,rent,unskill,1,Y
1309,284,some,paid,none,1,30,goods,1715,4,none,4,1,26,owned,skilled,1,Y
1310,155,none,delayed,some,1,30,goods,5954,3,co-app,7,2,38,owned,skilled,1,Y
1311,210,some,paid,medium,1,60,auto,7408,4,none,1,2,24,owned,self,1,N
1312,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1313,433,debt,paid,none,1,15,goods,1275,4,none,4,2,24,rent,skilled,1,N
1314,59,some,paid,v.high,1,12,goods,983,1,none,1,4,19,rent,unskill,1,Y
1315,472,debt,paid,none,1,20,goods,2212,4,none,7,4,39,owned,skilled,1,Y
1316,303,none,paid,high,1,24,goods,1376,4,none,7,1,28,owned,skilled,1,Y
1317,296,debt,paid,some,1,48,school,7476,4,none,7,1,50,free,self,1,Y
1318,50,some,paid,some,1,12,goods,625,4,guarant,1,1,26,owned,unskill,1,Y
1319,204,none,delayed,some,2,24,school,1597,4,none,10+,4,54,free,skilled,2,Y
1320,448,high,delayed,some,1,6,school,1047,2,none,4,4,50,owned,unskill,1,Y
1321,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
1322,52,debt,delayed,some,1,12,auto,1409,4,none,10+,3,54,owned,skilled,1,Y
1323,126,debt,paid,some,2,48,goods,7119,3,none,4,4,53,free,skilled,2,N
1324,128,debt,paid,some,1,24,goods,3345,4,none,10+,2,39,rent,self,1,N
1325,226,some,paid,some,1,36,repairs,2384,4,none,1,1,33,rent,unskill,1,N
1326,88,none,paid,none,1,30,auto,4811,2,none,7,4,24,rent,unskill,1,Y
1327,18,debt,paid,some,1,24,auto,2303,4,co-app,10+,1,45,owned,skilled,1,N
1328,1,some,delayed,some,1,12,goods,1424,4,none,7,3,26,owned,skilled,1,Y
1329,46,some,delayed,some,2,30,auto,4249,4,none,0,2,28,owned,self,1,N
1330,5,none,paid,none,1,30,goods,1867,4,none,10+,4,58,owned,skilled,1,Y
1331,248,none,delayed,none,2,20,auto,3485,2,none,1,4,44,owned,skilled,1,Y
1332,374,some,delayed,medium,1,12,auto,1995,4,none,1,1,27,owned,skilled,1,Y
1333,153,none,paid,some,1,24,auto,2670,4,none,10+,4,35,owned,self,1,Y
1334,288,some,paid,some,1,18,goods,1301,4,guarant,10+,2,32,owned,unskill,1,Y
1335,168,none,paid,some,1,12,goods,1493,4,none,1,3,34,owned,skilled,2,Y
1336,365,debt,delayed,some,2,12,auto,2121,4,none,4,2,30,owned,skilled,1,Y
1337,298,some,paid,high,1,12,goods,1158,3,none,4,1,26,owned,skilled,1,Y
1338,504,some,paid,some,1,36,goods,3804,4,none,4,1,42,owned,skilled,1,N
1339,257,none,delayed,some,2,24,goods,1585,4,none,7,3,40,owned,skilled,1,Y
1340,389,some,paid,some,1,60,school,6288,4,none,4,4,42,free,skilled,1,N
1341,121,high,paid,some,1,10,goods,1275,4,none,1,2,23,owned,skilled,1,Y
1342,300,high,paid,medium,1,24,goods,1377,4,none,10+,2,47,free,skilled,1,Y
1343,511,some,delayed,some,2,12,auto,3124,1,none,1,3,49,owned,unskill,2,Y
1344,143,debt,paid,some,1,24,auto,2910,2,none,7,1,34,free,self,1,Y
1345,404,debt,delayed,some,2,24,auto,4870,3,none,4,4,53,free,skilled,2,N
1346,175,some,paid,some,2,15,repairs,1308,4,none,10+,4,38,owned,unskill,1,Y
1347,83,debt,paid,some,1,24,goods,1546,4,guarant,7,4,24,rent,unskill,1,N
1348,466,some,paid,high,1,18,goods,3213,1,none,1,3,25,rent,skilled,1,Y
1349,454,some,delayed,some,2,18,goods,1795,3,guarant,10+,4,48,rent,unskill,1,Y
1350,177,debt,paid,some,2,45,busin,11816,2,none,10+,4,29,rent,skilled,1,N
1351,372,some,paid,some,1,9,auto,5129,2,none,10+,4,74,free,self,2,N
1352,138,some,paid,none,1,36,auto,12389,1,none,4,4,37,free,skilled,1,N
1353,202,none,delayed,some,2,11,auto,7228,1,none,4,4,39,owned,unskill,1,Y
1354,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1355,224,none,paid,none,1,21,goods,3160,4,none,10+,3,41,owned,skilled,1,Y
1356,15,debt,paid,some,1,12,auto,759,4,none,7,2,26,owned,skilled,1,N
1357,372,some,paid,some,1,9,auto,5129,2,none,10+,4,74,free,self,2,N
1358,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
1359,208,debt,paid,some,1,12,goods,1498,4,none,4,1,23,owned,skilled,1,Y
1360,428,some,paid,none,1,36,school,3711,2,none,4,2,27,owned,skilled,1,Y
1361,209,some,paid,some,1,12,school,1410,2,none,4,2,31,owned,unskill,1,Y
1362,277,none,paid,high,1,10,school,727,4,none,10+,4,46,free,skilled,1,Y
1363,178,high,delayed,high,1,15,auto,2360,2,none,4,2,36,owned,skilled,1,Y
1364,140,some,paid,medium,2,21,busin,2767,4,none,10+,2,61,rent,unskill,1,N
1365,61,none,paid,some,1,5,busin,3448,1,none,7,4,74,owned,unskill,1,Y
1366,412,debt,delayed,some,2,8,other,1164,3,none,10+,4,51,free,self,2,Y
1367,282,some,paid,medium,1,48,auto,6560,3,none,7,2,24,owned,skilled,1,N
1368,64,none,delayed,some,2,18,goods,1800,4,none,4,2,24,owned,skilled,1,Y
1369,58,none,delayed,none,2,24,busin,2978,4,none,4,4,32,owned,skilled,2,Y
1370,59,some,paid,v.high,1,12,goods,983,1,none,1,4,19,rent,unskill,1,Y
1371,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1372,43,none,paid,some,2,18,auto,6458,2,none,10+,4,39,owned,self,2,N
1373,292,high,paid,some,1,15,goods,2327,2,none,1,3,25,owned,unskill,1,N
1374,119,debt,paid,some,1,15,busin,806,4,none,4,4,22,owned,unskill,1,Y
1375,139,some,delayed,none,2,24,busin,4712,4,none,4,2,37,owned,self,1,Y
1376,142,some,paid,high,1,9,goods,790,4,none,4,3,66,owned,unskill,1,Y
1377,340,some,paid,medium,1,36,goods,9034,4,co-app,1,1,29,rent,self,1,N
1378,446,none,delayed,some,2,6,goods,1740,2,none,10+,2,30,rent,skilled,1,Y
1379,158,some,paid,high,2,48,auto,8358,1,none,1,1,30,owned,skilled,1,Y
1380,448,high,delayed,some,1,6,school,1047,2,none,4,4,50,owned,unskill,1,Y
1381,456,none,delayed,some,2,18,goods,1817,4,none,4,2,28,owned,skilled,1,Y
1382,69,some,paid,some,1,18,goods,1113,4,guarant,4,4,26,owned,unskill,2,Y
1383,19,debt,paid,some,1,15,auto,2511,1,none,0,4,23,rent,skilled,1,Y
1384,10,debt,paid,some,1,24,auto,2924,3,guarant,4,4,63,owned,skilled,2,Y
1385,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1386,157,some,paid,some,2,12,goods,1092,4,guarant,4,4,49,owned,skilled,1,Y
1387,504,some,paid,some,1,36,goods,3804,4,none,4,1,42,owned,skilled,1,N
1388,172,debt,paid,v.high,2,30,goods,3622,4,none,10+,4,57,rent,skilled,1,Y
1389,85,high,delayed,none,2,24,auto,1344,4,none,7,2,37,owned,unskill,2,N
1390,441,debt,paid,none,1,24,goods,7721,1,none,1,2,30,owned,skilled,1,Y
1391,247,high,delayed,some,1,21,school,2319,2,none,1,1,33,rent,skilled,1,N
1392,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
1393,143,debt,paid,some,1,24,auto,2910,2,none,7,1,34,free,self,1,Y
1394,330,debt,paid,some,1,12,goods,652,4,none,10+,4,24,rent,skilled,1,Y
1395,227,some,paid,some,1,8,busin,907,3,none,1,2,26,owned,skilled,1,Y
1396,213,none,delayed,v.high,2,18,goods,1582,4,none,10+,4,46,owned,skilled,1,Y
1397,421,none,delayed,some,2,14,auto,802,4,none,4,2,27,owned,unskill,1,Y
1398,296,debt,paid,some,1,48,school,7476,4,none,7,1,50,free,self,1,Y
1399,5,none,paid,none,1,30,goods,1867,4,none,10+,4,58,owned,skilled,1,Y
1400,377,high,paid,some,1,24,goods,5152,4,none,7,2,25,owned,skilled,1,Y
1401,382,none,delayed,some,1,24,busin,3863,1,none,4,2,32,free,skilled,1,Y
1402,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
1403,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1404,481,some,paid,some,1,8,goods,760,4,guarant,7,2,44,owned,unskill,1,Y
1405,120,none,paid,none,1,48,goods,10222,4,none,7,3,37,owned,skilled,1,Y
1406,495,high,delayed,some,2,6,auto,1343,1,none,10+,4,46,owned,skilled,2,Y
1407,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1408,85,high,delayed,none,2,24,auto,1344,4,none,7,2,37,owned,unskill,2,N
1409,234,debt,paid,some,1,30,auto,3857,4,none,4,4,40,owned,self,1,Y
1410,94,none,delayed,some,2,18,auto,1028,4,none,4,3,36,owned,skilled,1,Y
1411,116,none,paid,some,1,10,auto,1546,3,none,4,2,31,owned,unskill,2,Y
1412,411,none,delayed,some,2,18,goods,3780,3,none,1,2,35,owned,self,1,Y
1413,119,debt,paid,some,1,15,busin,806,4,none,4,4,22,owned,unskill,1,Y
1414,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1415,201,debt,delayed,some,2,24,auto,6615,2,none,0,4,75,free,self,1,Y
1416,177,debt,paid,some,2,45,busin,11816,2,none,10+,4,29,rent,skilled,1,N
1417,30,debt,paid,some,1,48,auto,3931,4,none,7,4,46,free,skilled,2,N
1418,181,none,delayed,some,1,18,busin,2169,4,none,4,2,28,owned,skilled,1,N
1419,419,debt,paid,some,1,24,auto,4817,2,co-app,7,3,31,owned,skilled,1,N
1420,327,some,paid,some,2,26,auto,7966,2,none,1,3,30,owned,skilled,1,Y
1421,364,some,paid,some,2,24,other,11328,2,co-app,4,3,29,owned,self,1,N
1422,471,high,paid,some,1,18,goods,3049,1,none,1,1,45,owned,unskill,1,Y
1423,7,debt,paid,some,1,36,auto,3249,2,none,7,4,39,free,self,2,Y
1424,67,some,paid,some,2,12,goods,1155,3,guarant,10+,3,40,owned,unskill,1,Y
1425,113,none,paid,high,1,9,auto,2507,2,none,10+,4,51,free,unskill,1,Y
1426,339,debt,delayed,none,2,10,goods,2132,2,co-app,1,3,27,rent,skilled,1,Y
1427,496,none,delayed,medium,3,11,goods,1154,4,none,0,4,57,owned,unskill,1,Y
1428,159,none,delayed,none,2,24,auto,2197,4,none,7,4,43,owned,skilled,2,Y
1429,474,debt,delayed,high,2,6,goods,338,4,none,10+,4,52,owned,skilled,1,Y
1430,220,none,delayed,some,2,18,auto,1530,3,none,4,2,32,owned,skilled,1,N
1431,268,high,paid,medium,1,21,auto,2923,1,none,4,1,28,owned,self,1,Y
1432,101,high,paid,some,1,12,busin,609,4,none,1,1,26,owned,none,1,N
1433,188,none,delayed,none,1,12,goods,5801,2,none,10+,4,49,rent,skilled,1,Y
1434,31,none,delayed,some,1,12,auto,1503,4,none,4,4,41,rent,skilled,1,Y
1435,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
1436,422,some,paid,some,1,24,goods,4057,3,none,7,3,43,owned,skilled,1,N
1437,303,none,paid,high,1,24,goods,1376,4,none,7,1,28,owned,skilled,1,Y
1438,122,debt,paid,some,1,18,goods,1940,3,co-app,1,4,36,free,self,1,Y
1439,16,debt,paid,some,1,12,goods,1657,2,none,4,2,27,owned,skilled,1,Y
1440,134,none,paid,some,1,12,school,719,4,none,10+,4,41,owned,unskill,2,N
1441,317,none,paid,none,1,21,auto,2476,4,none,10+,4,46,owned,self,1,Y
1442,307,none,delayed,some,3,24,goods,5103,3,none,1,3,47,free,skilled,1,Y
1443,395,none,delayed,medium,2,21,goods,1591,4,none,7,3,34,owned,self,1,Y
1444,197,some,paid,none,1,30,goods,2991,2,none,10+,4,25,owned,skilled,1,Y
1445,106,some,paid,none,1,6,goods,368,4,none,10+,4,38,owned,skilled,1,Y
1446,112,debt,delayed,some,2,36,busin,2145,2,none,7,1,24,owned,skilled,1,N
1447,269,none,paid,some,1,24,auto,7393,1,none,4,4,43,owned,unskill,2,Y
1448,106,some,paid,none,1,6,goods,368,4,none,10+,4,38,owned,skilled,1,Y
1449,187,debt,paid,some,1,18,goods,2473,4,none,0,1,25,owned,none,1,N
1450,141,none,paid,none,2,18,auto,6761,2,none,4,4,68,rent,skilled,1,N
1451,255,debt,paid,some,1,12,auto,1893,4,guarant,4,4,29,owned,skilled,1,Y
1452,56,debt,paid,none,1,36,auto,8335,3,none,10+,4,47,free,skilled,1,N
1453,65,debt,paid,some,1,12,goods,1107,2,none,4,2,20,rent,self,2,Y
1454,102,high,paid,some,1,12,auto,1330,4,none,1,1,26,owned,skilled,1,Y
1455,82,debt,paid,high,1,12,goods,1680,3,none,10+,1,35,owned,skilled,1,Y
1456,383,none,paid,some,1,12,busin,1076,2,none,4,2,26,owned,skilled,1,Y
1457,145,some,paid,v.high,2,48,goods,10961,1,co-app,7,2,27,owned,skilled,1,N
1458,506,some,delayed,some,1,11,goods,4771,2,none,7,4,51,owned,skilled,1,Y
1459,3,none,paid,high,1,6,goods,2978,1,none,4,2,32,owned,skilled,1,Y
1460,301,none,delayed,some,1,15,goods,1459,4,none,4,2,43,owned,unskill,1,Y
1461,289,some,paid,medium,1,12,busin,841,2,none,7,4,23,rent,unskill,1,Y
1462,77,debt,paid,some,2,12,auto,697,4,none,1,2,46,owned,skilled,1,N
1463,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
1464,194,none,paid,high,1,15,auto,5324,1,none,10+,4,35,free,skilled,1,Y
1465,79,none,paid,none,1,12,auto,2445,2,none,1,4,26,rent,skilled,1,Y
1466,461,some,paid,some,1,36,auto,14318,4,none,10+,2,57,free,self,1,N
1467,146,none,paid,none,1,12,auto,3527,2,none,1,3,45,owned,self,2,Y
1468,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
1469,144,some,paid,some,1,24,goods,2039,1,none,1,1,22,owned,skilled,1,N
1470,238,debt,delayed,some,2,36,auto,9629,4,none,7,4,24,owned,skilled,1,N
1471,89,none,delayed,v.high,2,36,auto,5711,4,none,10+,2,38,owned,self,1,Y
1472,149,some,delayed,none,2,20,auto,7057,3,none,7,4,36,rent,self,2,Y
1473,471,high,paid,some,1,18,goods,3049,1,none,1,1,45,owned,unskill,1,Y
1474,424,none,delayed,some,2,24,busin,8648,2,none,1,2,27,owned,skilled,1,N
1475,434,none,delayed,some,2,24,auto,2032,4,none,10+,4,60,free,skilled,1,Y
1476,310,debt,paid,some,1,18,auto,1216,4,none,1,3,23,rent,skilled,1,N
1477,428,some,paid,none,1,36,school,3711,2,none,4,2,27,owned,skilled,1,Y
1478,306,none,paid,none,1,24,auto,9277,2,none,4,4,48,free,skilled,1,Y
1479,150,high,paid,none,1,12,goods,1424,3,none,10+,4,55,owned,self,1,Y
1480,357,debt,paid,some,1,24,busin,3161,4,none,4,2,31,rent,skilled,1,N
1481,22,none,delayed,none,2,12,school,3565,2,none,1,1,37,owned,unskill,2,Y
1482,324,debt,paid,some,1,42,goods,3965,4,none,1,3,34,owned,skilled,1,N
1483,448,high,delayed,some,1,6,school,1047,2,none,4,4,50,owned,unskill,1,Y
1484,322,none,delayed,v.high,2,27,goods,4526,4,none,1,2,32,owned,unskill,2,Y
1485,69,some,paid,some,1,18,goods,1113,4,guarant,4,4,26,owned,unskill,2,Y
1486,305,debt,paid,some,2,30,goods,4583,2,guarant,4,2,32,owned,skilled,1,Y
1487,177,debt,paid,some,2,45,busin,11816,2,none,10+,4,29,rent,skilled,1,N
1488,210,some,paid,medium,1,60,auto,7408,4,none,1,2,24,owned,self,1,N
1489,502,some,paid,some,1,60,auto,14027,4,none,7,2,27,owned,self,1,N
1490,283,none,paid,some,1,12,goods,763,4,none,4,1,26,owned,skilled,1,Y
1491,353,debt,delayed,medium,2,24,busin,1382,4,none,7,1,26,owned,skilled,1,Y
1492,486,debt,paid,some,1,36,goods,3620,1,guarant,4,2,37,owned,skilled,2,Y
1493,407,debt,paid,none,2,21,auto,1647,4,none,4,2,40,owned,unskill,2,N
1494,369,none,delayed,some,3,12,goods,1935,4,none,10+,4,43,owned,skilled,1,Y
1495,405,debt,paid,none,1,24,auto,2812,2,none,10+,4,26,rent,skilled,1,Y
1496,57,debt,delayed,some,1,16,auto,2625,2,guarant,10+,4,43,rent,skilled,1,N
1497,144,some,paid,some,1,24,goods,2039,1,none,1,1,22,owned,skilled,1,N
1498,23,high,delayed,some,1,42,auto,4796,4,none,10+,4,56,free,skilled,1,Y
1499,214,debt,paid,some,1,9,goods,1364,3,none,7,4,59,owned,skilled,1,Y
1500,316,high,delayed,none,2,15,goods,1271,3,none,4,4,39,free,skilled,1,N
1501,337,debt,paid,some,1,12,goods,1282,2,none,4,4,20,rent,skilled,1,N
1502,237,debt,delayed,some,2,9,goods,1138,4,none,4,4,25,owned,unskill,1,Y
1503,33,none,paid,none,1,60,auto,6527,4,none,4,4,34,free,skilled,2,Y
1504,425,some,paid,some,1,15,goods,802,4,none,10+,3,37,owned,skilled,2,N
1505,252,none,delayed,some,2,24,auto,2346,4,none,7,3,35,owned,skilled,1,Y
1506,61,none,paid,some,1,5,busin,3448,1,none,7,4,74,owned,unskill,1,Y
1507,503,none,paid,some,1,6,goods,2108,2,none,7,2,29,rent,skilled,1,Y
1508,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
1509,453,none,paid,none,2,24,goods,5943,1,none,1,1,44,owned,skilled,1,N
1510,388,debt,delayed,some,2,12,auto,1344,4,none,4,2,43,owned,unskill,2,Y
1511,69,some,paid,some,1,18,goods,1113,4,guarant,4,4,26,owned,unskill,2,Y
1512,98,debt,paid,medium,1,24,auto,2325,2,none,7,3,32,owned,skilled,1,Y
1513,428,some,paid,none,1,36,school,3711,2,none,4,2,27,owned,skilled,1,Y
1514,340,some,paid,medium,1,36,goods,9034,4,co-app,1,1,29,rent,self,1,N
1515,8,none,delayed,medium,2,24,goods,4151,2,none,4,3,35,owned,skilled,1,Y
1516,199,some,paid,some,1,6,goods,2063,4,none,1,3,30,rent,self,1,Y
1517,215,some,paid,none,1,12,auto,2028,4,none,4,2,30,owned,skilled,1,Y
1518,36,some,paid,some,2,12,auto,1223,1,none,10+,1,46,rent,skilled,1,N
1519,423,debt,delayed,some,3,18,auto,3966,1,none,10+,4,33,rent,skilled,1,N
1520,81,none,paid,none,1,18,goods,1126,4,none,1,2,21,rent,skilled,1,Y
1521,205,some,paid,none,2,48,goods,3979,4,none,7,1,41,owned,skilled,2,Y
1522,29,none,paid,some,1,18,goods,2515,3,none,4,4,43,owned,skilled,1,Y
1523,181,none,delayed,some,1,18,busin,2169,4,none,4,2,28,owned,skilled,1,N
1524,318,none,paid,some,1,36,school,1819,4,none,4,4,37,free,skilled,1,N
1525,435,debt,delayed,some,2,15,goods,1433,4,none,4,3,25,rent,skilled,1,Y
1526,152,high,delayed,medium,2,6,auto,1323,2,none,10+,4,28,owned,skilled,2,Y
1527,450,debt,delayed,some,2,36,goods,5371,3,guarant,4,2,28,owned,skilled,1,Y
1528,136,some,delayed,some,1,24,goods,6403,1,none,1,2,33,owned,skilled,1,Y
1529,387,none,delayed,some,1,12,auto,926,1,none,0,2,38,owned,none,1,Y
1530,483,debt,paid,some,1,36,goods,2712,2,none,10+,2,41,owned,skilled,2,N
1531,307,none,delayed,some,3,24,goods,5103,3,none,1,3,47,free,skilled,1,Y
1532,151,debt,delayed,some,2,8,auto,3398,1,none,7,4,39,owned,unskill,1,Y
1533,184,debt,delayed,none,2,18,school,8471,1,none,4,2,23,rent,skilled,1,Y
1534,245,some,delayed,medium,2,30,goods,1919,4,none,1,3,30,owned,self,1,N
1535,19,debt,paid,some,1,15,auto,2511,1,none,0,4,23,rent,skilled,1,Y
1536,417,none,paid,some,2,12,auto,1101,3,none,4,2,27,owned,skilled,1,Y
1537,475,none,paid,none,2,36,busin,7409,3,none,10+,2,37,owned,skilled,1,Y
1538,30,debt,paid,some,1,48,auto,3931,4,none,7,4,46,free,skilled,2,N
1539,242,debt,paid,none,1,24,goods,2996,2,none,4,4,20,owned,skilled,1,N
1540,140,some,paid,medium,2,21,busin,2767,4,none,10+,2,61,rent,unskill,1,N
1541,194,none,paid,high,1,15,auto,5324,1,none,10+,4,35,free,skilled,1,Y
1542,424,none,delayed,some,2,24,busin,8648,2,none,1,2,27,owned,skilled,1,N
1543,99,none,paid,medium,1,10,auto,2848,1,co-app,4,2,32,owned,skilled,2,Y
1544,78,some,delayed,some,2,20,other,2629,2,none,4,3,29,owned,skilled,1,Y
1545,322,none,delayed,v.high,2,27,goods,4526,4,none,1,2,32,owned,unskill,2,Y
1546,183,some,paid,some,1,18,auto,2779,1,none,4,3,21,rent,skilled,1,Y
1547,356,none,delayed,some,2,28,goods,2743,4,none,10+,2,29,owned,skilled,1,Y
1548,123,none,paid,high,1,10,auto,1597,3,none,4,2,40,rent,unskill,2,Y
1549,111,some,paid,none,1,48,auto,8487,1,none,7,2,24,owned,skilled,1,Y
1550,311,high,paid,none,1,12,goods,3399,2,none,10+,3,37,owned,self,1,Y
1551,311,high,paid,none,1,12,goods,3399,2,none,10+,3,37,owned,self,1,Y
1552,132,some,paid,some,1,9,goods,1670,4,none,1,2,22,owned,skilled,1,N
1553,230,none,delayed,none,4,12,goods,930,4,none,10+,4,65,owned,skilled,1,Y
1554,381,none,delayed,medium,2,6,auto,362,4,none,4,4,52,owned,unskill,1,Y
1555,200,none,paid,none,1,10,school,894,4,none,7,3,40,owned,skilled,1,Y
1556,415,none,delayed,none,2,9,school,1244,4,none,10+,4,41,rent,unskill,1,Y
1557,506,some,delayed,some,1,11,goods,4771,2,none,7,4,51,owned,skilled,1,Y
1558,39,debt,delayed,some,2,42,goods,4370,3,none,7,2,26,owned,skilled,2,N
1559,24,none,paid,medium,1,9,goods,2753,3,co-app,10+,4,35,owned,skilled,1,Y
1560,250,debt,paid,some,2,48,goods,6999,1,guarant,7,1,34,owned,skilled,1,N
1561,494,debt,paid,some,1,12,goods,708,2,guarant,4,3,38,owned,unskill,2,Y
1562,231,debt,paid,some,2,12,goods,6199,4,none,4,2,28,rent,skilled,1,N
1563,194,none,paid,high,1,15,auto,5324,1,none,10+,4,35,free,skilled,1,Y
1564,484,none,paid,medium,1,12,goods,2141,3,none,7,1,35,owned,skilled,1,Y
1565,78,some,delayed,some,2,20,other,2629,2,none,4,3,29,owned,skilled,1,Y
1566,313,some,paid,medium,2,24,auto,3512,2,none,7,3,38,owned,skilled,1,Y
1567,76,debt,paid,none,1,12,goods,1262,2,none,10+,4,49,owned,unskill,1,Y
1568,426,some,paid,some,1,24,auto,12579,4,none,10+,2,44,free,self,1,N
1569,463,none,paid,medium,1,6,auto,1204,4,none,4,1,35,rent,skilled,1,Y
1570,96,debt,paid,some,1,21,goods,2606,4,none,1,4,28,rent,self,1,Y
1571,223,debt,paid,some,1,48,busin,4308,3,none,1,4,24,rent,skilled,1,N
1572,400,none,paid,some,1,18,goods,4594,3,none,1,2,32,owned,skilled,1,Y
